Screen_name,id,Created_time,replyToSID,replyToUID,replytoSN,retweeted,retweetedcount,truncated,coordinates,user_location,isRetweet,Favorited,FavoriteCount,Text
LizMarie_72,1020375031313051650,2018-07-20 18:28:59,None,None,None,False,274,False,None,Nothing Compares...(Go Heels),New tweet,False,0,RT @thehill: Youth voter registration in Florida skyrockets after Parkland shooting https://t.co/BFmt055uI5 https://t.co/TBSrVvP4a4
