f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128,f129,f130,f131,f132,f133,f134,f135,f136,f137,f138,f139,f140,f141,f142,f143,f144,f145,f146,f147,f148,f149,f150,f151,f152,f153,f154,f155,f156,f157,f158,f159,f160,f161,f162,f163,f164,f165,f166,f167,f168,f169,f170,f171,f172,f173,f174,f175,f176,f177,f178,f179,f180,f181,f182,f183,f184,f185,f186,f187,f188,f189,f190,f191,f192,f193,f194,f195,f196,f197,f198,f199,f200,f201,f202,f203,f204,f205,f206,f207,f208,f209,f210,f211,f212,f213,f214,f215,f216,f217,f218,f219,f220,f221,f222,f223,f224,f225,f226,f227,f228,f229,f230,f231,f232,f233,f234,f235,f236,f237,f238,f239,f240,f241,f242,f243,f244,f245,f246,f247,f248,f249,f250,f251,f252,f253,f254,f255,f256,f257,f258,f259,f260,f261,f262,f263,f264,f265,f266,f267,f268,f269,f270,f271,f272,f273,f274,f275,f276,f277,f278,f279,f280,f281,f282,f283,f284,f285,f286,f287,f288,f289,f290,f291,f292,f293,f294,f295,f296,f297,f298,f299
-0.06084996089339256,-0.2317446181550622,0.04232738772407174,0.026573590468615294,-0.035105902468785644,-0.014267480000853539,0.09614533185958862,0.05122014379594475,-0.19127856753766537,0.16905192099511623,0.04438998829573393,0.0346052348613739,0.10683566611260176,-0.0954072903841734,0.04596275230869651,0.0012888526543974876,-0.18147109635174274,-0.08012312595383264,0.07300885953009129,0.270365871489048,0.26821081154048443,-0.17103118868544698,0.1356230047531426,-0.12531929649412632,0.09492340637370944,-0.2429795004427433,-0.13942959206178784,0.20429122261703014,0.12100941361859441,0.03680145740509033,0.20758087444119155,0.09125947812572122,0.1229289984330535,0.33691587299108505,0.034484673757106066,0.13226880226284266,0.07675830263178796,-0.04374089278280735,0.09898681007325649,0.1598541575949639,-0.12409727461636066,0.14183129370212555,-0.18133959220722318,0.16006963327527046,-0.0391204422339797,0.12810404412448406,-0.021690716966986656,0.21445807442069054,-0.11298240907490253,-0.04582392267184332,0.10171542828902602,-0.25463683158159256,0.03260032553225756,0.04222049517557025,-0.1631924044340849,-0.29367931094020605,0.10566340107470751,-0.09528736583888531,-0.07510622963309288,0.03567139164078981,0.2325637098401785,-0.12599565624259412,0.16045919433236122,0.06143061723560095,-0.04854911658912897,-0.09622276574373245,-0.17903763614594936,-0.10331759229302406,-0.18832997046411037,0.1266942408401519,-0.15340076573193073,0.1606531599536538,-0.1762688155286014,0.11013518273830414,-0.04759414307773113,0.21317481994628906,0.2546937707811594,-0.03760598902590573,0.26994477212429047,0.19236441142857075,-0.10503366589546204,0.12378058768808842,0.18719467520713806,0.2559937918558717,-0.27289725840091705,-0.24714285135269165,0.0858650840818882,-0.26149576995521784,0.17020110052544624,0.10256551764905453,-0.06572896055877209,0.19977889955043793,-0.32416720129549503,0.05932923965156078,-0.07226584339514375,-0.11330090090632439,-0.021103677339851856,-0.16137746581807733,0.05944708175957203,0.010512776672840118,0.11081288289278746,-0.06913689151406288,0.16136902570724487,-0.1289438959211111,0.05119122477481142,-0.05646428093314171,0.15907152206636965,0.12473162496462464,0.06116949953138828,-0.035843826131895185,-0.12218614015728235,-0.016093923361040652,-0.33368756249547005,0.11737814167281613,0.16065504029393196,-0.02795802941545844,-0.05982488644076511,0.03759283683029935,0.23112312331795692,0.07888059690594673,-0.049728297628462315,0.04887424153275788,-0.18350406363606453,-0.20528122037649155,0.05827908404171467,0.3923056402709335,-0.13938595168292522,-0.09429014101624489,-0.05594139499589801,-0.0745327528566122,-0.08213547570630908,-0.06465337611734867,-0.1838258532807231,-0.08373013138771057,0.1228078044950962,-0.32411226257681847,-0.2523470497690141,-0.04774048551917076,-0.20816284569445997,0.21056421473622322,0.10400124732404947,-0.03834480186924338,-0.16953114047646523,0.18269088864326477,-0.022546254098415375,0.08176209358498454,0.02625110885128379,-0.11936511285603046,-0.14808277413249016,-0.14179574511945248,0.16369480593129992,0.09356314036995173,0.09354625036939979,-0.0980071616359055,-0.1028958756942302,0.030215007078368217,0.09292005188763142,0.07740216422826052,-0.048537555150687695,-0.12008798122406006,0.08656390151008964,-0.2789896000176668,0.18776010302826762,0.2730750599876046,-0.061347367241978645,-0.03235192198189907,-0.2629940463230014,-0.05433699116110802,-0.20721063297241926,-0.03250124538317323,-0.0690219659009017,-0.16910795029252768,-0.06787991989403963,0.15270254854112864,-0.0052925830241292715,0.14910281263291836,0.057179792784154415,-0.09424894489347935,0.16846370697021484,-0.2488020919263363,-0.05696691293269396,0.07531248405575752,0.1689358060248196,-0.09465141221880913,-0.09976910566911101,-0.07804410625249147,-0.006857108324766159,0.05519224423915148,0.14899887703359127,-0.12781404610723257,0.11572047090157866,0.15139007661491632,0.11833952972665429,-0.061354477889835835,0.0611181411659345,0.04996572365052998,0.06695102283265442,-0.22474839631468058,-0.07817519782111049,0.036737339571118355,-0.044146789237856865,0.00920634949579835,-0.1309214048087597,-0.058828871697187424,0.08913408033549786,0.1533797844313085,0.13653501868247986,-0.26723766699433327,-0.18579724244773388,0.129173144698143,0.09462636336684227,0.17708380916155875,0.20330367283895612,-0.03896608646027744,0.12314140750095248,-0.24443110637366772,0.004874926060438156,0.029768260195851326,0.03722094395197928,-0.08584455028176308,-0.1001430843025446,0.09141472727060318,-0.3085812982171774,-0.25221341848373413,-0.06807787227444351,-0.11361729667987674,0.1641202550381422,0.024558030534535646,-0.25194589514285326,-0.1296000957954675,0.3017116468399763,0.1586887165904045,-0.09205170068889856,0.17277705669403076,-0.1992703340947628,0.07463173940777779,-0.06195737607777119,-0.03606359660625458,0.23519812058657408,-0.24536675587296486,-0.07085327059030533,-0.03057604283094406,0.23879109136760235,-0.1452498217113316,-0.1064147244906053,0.10365519626066089,0.1204509842209518,-0.12526184087619185,-0.22778178937733173,-0.034033716132398695,-0.17335869744420052,0.0021979566663503647,0.2077641598880291,0.027062619104981422,-0.09904907085001469,0.38242183183319867,0.03299508383497596,0.15003031864762306,-0.2134835235774517,0.14524914510548115,-0.043622269295156,0.16441213246434927,-0.018880817107856274,0.09689988847821951,0.46794276870787144,0.10429531615227461,-0.2293604426085949,0.21760592609643936,0.23341288045048714,0.4011956248432398,0.06398570258170366,0.18539217952638865,-0.30425601452589035,-0.030849101953208447,-0.08580528199672699,0.04046265780925751,-0.04385975655168295,-0.05568367522209883,-0.3716147858649492,0.2995782308280468,0.021931851282715797,-0.18405217863619328,-0.09922263014595956,-0.1263030618429184,-0.050991746596992016,0.08412946574389935,0.2778480921406299,0.06822569575160742,-0.11515420256182551,-0.05504230223596096,0.04681607335805893,-0.1513436771929264,0.22143295034766197,0.009277231991291046,0.0051437728106975555,0.03730705636553466,0.08418489200994372,0.041373368352651596,0.11827452364377677,-0.07467092387378216
